doi,title,authors_str,pub_date,journal,abstract,pmid,pmid_link,pmcid,pmcid_link,citation_count,s2_paper_id
10.1007/s10661-019-8044-5,"Land use and climate change impacts on distribution of plant species of conservation value in Eastern Ghats, India: a simulation study.",Reshma M Ramachandran; Parth Sarathi Roy; Vishnubhotla Chakravarthi; Pawan Kumar Joshi; J Sanjay,2020-01-03,Environmental monitoring and assessment,"Effective monitoring of the current status of species distributions and predicting future distributions are very important for conservation practices at the ecosystem and species levels. The human population, land use, and climate are important factors that influence the distributions of species. Even though future simulations have many uncertainties, such studies can provide a means of obtaining species distributions, range shifts, and food production and help mitigation and adaptation planning. Here, we simulate the population, land use/land cover and species distributions in the Eastern Ghats, India. A MaxEnt species distribution model was used to simulate the potential habitats of a group of endemic (28 species found in this region) and rare, endangered, and threatened (RET) (22 species found in this region) plant species on the basis of IPCC AR5 scenarios developed for 2050 and 2070. Simulations of populations in 2050 indicate that they will increase at a rate of 1.12% relative to the base year, 2011. These increases in population create a demand for more land for settlement and food productions. Land use land cover (LULC) simulations show an increase in built-up land from 3665.00 km2 in 2015 to 3989.56 km2 by 2050. There is a minor increase of 0.04% in the area under agriculture in 2050 compared with 2015. On the other hand, the habitat simulations show that the combined effects of climate and land use change have a greater influence on the decline of potential distributions of species. Climate change and the prevailing rate of LULC change will reduce the extents of the habitats of endemic and RET species (~ 60% and ~ 40%, respectively). The Eastern Ghats have become extensively fragmented due to human activities and have become a hotspot of endemic and RET species loss. Climate and LULC change will enhance the species loss and ecosystem services.",31900668,https://pubmed.ncbi.nlm.nih.gov/31900668/,,,,
10.1111/cobi.13454,A framework for evaluating the impact of the IUCN Red List of threatened species.,Jessica Betts; Richard P Young; Craig Hilton-Taylor; Michael Hoffmann; Jon Paul Rodríguez; Simon N Stuart; E J Milner-Gulland,2020-06-01,Conservation biology : the journal of the Society for Conservation Biology,"The International Union for Conservation of Nature (IUCN) Red List of Threatened Species, a species extinction risk assessment tool, has been guiding conservation efforts for over 5 decades. It is widely assumed to have been instrumental in preventing species from moving closer to extinction and driving recoveries. However, the impact of the IUCN Red List in guiding conservation has not been evaluated. We conducted, transcribed, and coded interviews with experts who use the IUCN Red List across a range of sectors to understand how the list is used in conservation. We developed a theory of change to illustrate how and why change is expected to occur along causal pathways contributing to the long-term goal of the IUCN Red List and an evaluation framework with indicators for measuring the impact of the IUCN Red List in generating scientific knowledge, raising awareness among stakeholders, designating priority conservation sites, allocating funding and resources, influencing development of legislation and policy, and guiding targeted conservation action (key themes). Red-list assessments were the primary input leading to outputs (scientific knowledge, raised awareness), outcomes (better informed priority setting, access to funding and resource availability, improved legislation and policy), and impact (implemented conservation action leading to positive change) that have resulted in achievement of IUCN Red List goals. To explore feasibility of attributing the difference made by the IUCN Red List across themes, we studied increased scientific knowledge, raised awareness, access to funding and resource allocation, and increased conservation activity. The feasibility exploration showed increased scientific knowledge over time identified through positive trends in publications referring to the IUCN Red List in the literature; raised awareness of the list following high IUCN activity identified by peaks in online search activity; an increased proportion of conservation funding bodies requesting IUCN Red List status in the application process; and, based on interviews with Amphibian Specialist Group members, red-list assessments were essential in connecting relevant stakeholders and ensuring conservation action. Although we identified the IUCN Red List as a vital tool in global conservation efforts, it was challenging to measure specific impacts because of its ubiquitous nature. We are the first to identify the influence of the IUCN Red List on conservation.",31876054,https://pubmed.ncbi.nlm.nih.gov/31876054/,PMC7318271,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7318271/,,
10.1098/rsbl.2019.0633,The dynamics underlying avian extinction trajectories forecast a wave of extinctions.,Melanie J Monroe; Stuart H M Butchart; Arne O Mooers; Folmer Bokma,2019-12-01,Biology letters,"Population decline is a process, yet estimates of current extinction rates often consider just the final step of that process by counting numbers of species lost in historical times. This neglects the increased extinction risk that affects a large proportion of species, and consequently underestimates the effective extinction rate. Here, we model observed trajectories through IUCN Red List extinction risk categories for all bird species globally over 28 years, and estimate an overall effective extinction rate of 2.17 × 10-4/species/year. This is six times higher than the rate of outright extinction since 1500, as a consequence of the large number of species whose status is deteriorating. We very conservatively estimate that global conservation efforts have reduced the effective extinction rate by 40%, but mostly through preventing critically endangered species from going extinct rather than by preventing species at low risk from moving into higher-risk categories. Our findings suggest that extinction risk in birds is accumulating much more than previously appreciated, but would be even greater without conservation efforts.",31847745,https://pubmed.ncbi.nlm.nih.gov/31847745/,PMC6936020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6936020/,,
10.1126/sciadv.aax9444,A third of the tropical African flora is potentially threatened with extinction.,T Stévart; G Dauby; P P Lowry; A Blach-Overgaard; V Droissart; D J Harris; B A Mackinder; G E Schatz; B Sonké; M S M Sosef; J-C Svenning; J J Wieringa; T L P Couvreur,2019-11-01,Science advances,"Preserving tropical biodiversity is an urgent challenge when faced with the growing needs of countries. Despite their crucial importance for terrestrial ecosystems, most tropical plant species lack extinction risk assessments, limiting our ability to identify conservation priorities. Using a novel approach aligned with IUCN Red List criteria, we conducted a continental-scale preliminary conservation assessment of 22,036 vascular plant species in tropical Africa. Our results underline the high level of extinction risk of the tropical African flora. Thirty-three percent of the species are potentially threatened with extinction, and another third of species are likely rare, potentially becoming threatened in the near future. Four regions are highlighted with a high proportion (>40%) of potentially threatened species: Ethiopia, West Africa, central Tanzania, and southern Democratic Republic of the Congo. Our approach represents a first step toward data-driven conservation assessments applicable at continental scales providing crucial information for sustainable economic development prioritization.",31799397,https://pubmed.ncbi.nlm.nih.gov/31799397/,PMC6867875,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6867875/,,
10.1098/rstb.2019.0392,How predictable is extinction? Forecasting species survival at million-year timescales.,Peter Smits; Seth Finnegan,2019-12-23,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","A tenet of conservation palaeobiology is that knowledge of past extinction patterns can help us to better predict future extinctions. Although the future is unobservable, we can test the strength of this proposition by asking how well models conditioned on past observations would have predicted subsequent extinction events at different points in the geological past. To answer this question, we analyse the well-sampled fossil record of Cenozoic planktonic microfossil taxa (Foramanifera, Radiolaria, diatoms and calcareous nanoplankton). We examine how extinction probability varies over time as a function of species age, time of observation, current geographical range, change in geographical range, climate state and change in climate state. Our models have a 70-80% probability of correctly forecasting the rank order of extinction risk for a random out-of-sample species pair, implying that determinants of extinction risk have varied only modestly through time. We find that models which include either historical covariates or account for variation in covariate effects over time yield equivalent forecasts, but a model including both is overfit and yields biased forecasts. An important caveat is that human impacts may substantially disrupt range-risk dynamics so that the future will be less predictable than it has been in the past. This article is part of a discussion meeting issue 'The past is a foreign country: how much can the fossil record actually inform conservation?'",31679499,https://pubmed.ncbi.nlm.nih.gov/31679499/,PMC6863491,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6863491/,,
10.1098/rstb.2019.0223,Conservation evidence from climate-related stressors in the deep-time marine fossil record.,Matthew E Clapham,2019-12-23,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","Conservation of marine species requires the ability to predict the effects of climate-related stressors in an uncertain future. Experiments and observations in modern settings provide crucial information, but lack temporal scale and cannot anticipate emergent effects during ongoing global change. By contrast, the deep-time fossil record contains the long-term perspective at multiple global change events that can be used, at a broad scale, to test hypothesized effects of climate-related stressors. For example, geologically rapid carbon cycle disruption has often caused crises in reef ecosystems, and selective extinctions support the hypothesis that greater activity levels promote survival. Geographical patterns of extinction and extirpation were more variable than predicted from modern physiology, with tropical and temperate extinction peaks observed at different ancient events. Like any data source, the deep-time record has limitations but also provides opportunities that complement the limitations of modern and historical data. In particular, the deep-time record is the best source of information on actual outcomes of climate-related stressors in natural settings and over evolutionary timescales. Closer integration of modern and deep-time evidence can expand the types of hypotheses testable with the fossil record, yielding better predictions of extinction risk as climate-related stressors continue to intensify in future oceans. This article is part of a discussion meeting issue 'The past is a foreign country: how much can the fossil record actually inform conservation?'",31679494,https://pubmed.ncbi.nlm.nih.gov/31679494/,PMC6863497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6863497/,,
10.1371/journal.pone.0221439,Historical range contractions can predict extinction risk in extant mammals.,Christielly Mendonça Borges; Levi Carina Terribile; Guilherme de Oliveira; Matheus de Souza Lima-Ribeiro; Ricardo Dobrovolski,2019-01-01,PloS one,"Climate change is amongst the main threats to biodiversity. Considering extant mammals endured Quaternary climate change, we analyzed the extent to which this past change predicts current mammals' extinction risk at global and biogeographical scales. We accessed range dynamics by modeling the potential distribution of all extant terrestrial mammals in the Last Glacial Maximum (LGM, 21,000 years ago) and in current climate conditions and used extinction risk from IUCN red list. We built General Linear Mixed-Effects Models to test the magnitude with which the variation in geographic range (ΔRange) and a proxy for abundance (ΔSuitability) between the LGM and present-day predicts current mammal's extinction risk. We found past climate change most strongly reduced the geographical range and climatic suitability of threatened rather than non-threatened mammals. Quaternary range contractions and reduced suitability explain around 40% of species extinction risk, particularly for small-bodied mammals. At global and biogeographical scales, all groups that suffered significant Quaternary range contractions now contain a greater proportion of threatened species when compared to groups whose ranges did not significantly contract. This reinforces the importance of using historical range contractions as a key predictor of extinction risk for species in the present and future climate change scenarios and supports current efforts to fight climate change for biodiversity conservation.",31487744,https://pubmed.ncbi.nlm.nih.gov/31487744/,PMC6728145,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6728145/,,
10.1016/j.cub.2019.07.063,Recent Anthropogenic Plant Extinctions Differ in Biodiversity Hotspots and Coldspots.,Johannes J Le Roux; Cang Hui; Maria L Castillo; José M Iriondo; Jan-Hendrik Keet; Anatoliy A Khapugin; Frédéric Médail; Marcel Rejmánek; Genevieve Theron; Florencia A Yannelli; Heidi Hirsch,2019-09-09,Current biology : CB,"During the Anthropocene, humans are changing the Earth system in ways that will be detectable for millennia to come [1]. Biologically, these changes include habitat destruction, biotic homogenization, increased species invasions, and accelerated extinctions [2]. Contemporary extinction rates far surpass background rates [3], but they seem remarkably low in plants [4, 5]. However, biodiversity is not evenly distributed, and as a result, extinction rates may vary among regions. Some authors have contentiously argued that novel anthropic habitats and human-induced plant speciation can actually increase regional biodiversity [6, 7]. Here, we report on one of the most comprehensive datasets to date, including regional and global plant extinctions in both biodiversity hotspots (mostly from Mediterranean-type climate regions) and coldspots (mostly from Eurasian countries). Our data come from regions covering 15.3% of the Earth's surface and span over 300 years. With this dataset, we explore the trends, causes, and temporal dynamics of recent plant extinctions. We found more, and faster accrual of, absolute numbers of extinction events in biodiversity hotspots compared to coldspots. Extinction rates were also substantially higher than historical background rates, but recent declines are evident. We found higher levels of taxonomic uniqueness being lost in biodiversity coldspots compared to hotspots. Causes of plant extinctions also showed distinct temporal patterns, with agriculture, invasions, and urbanization being significant drivers in hotspots, while hydrological disturbance was an important driver in coldspots. Overall, plant extinctions over the last three centuries appear to be low, with a recent (post-1990) and steady extinction rate of 1.26 extinctions/year.",31447372,https://pubmed.ncbi.nlm.nih.gov/31447372/,,,,
10.1016/j.tree.2019.06.009,Measuring Terrestrial Area of Habitat (AOH) and Its Utility for the IUCN Red List.,Thomas M Brooks; Stuart L Pimm; H Resit Akçakaya; Graeme M Buchanan; Stuart H M Butchart; Wendy Foden; Craig Hilton-Taylor; Michael Hoffmann; Clinton N Jenkins; Lucas Joppa; Binbin V Li; Vivek Menon; Natalia Ocampo-Peñuela; Carlo Rondinini,2019-11-01,Trends in ecology & evolution,"The International Union for Conservation of Nature (IUCN) Red List of Threatened Species includes assessment of extinction risk for 98 512 species, plus documentation of their range, habitat, elevation, and other factors. These range, habitat and elevation data can be matched with terrestrial land cover and elevation datasets to map the species' area of habitat (AOH; also known as extent of suitable habitat; ESH). This differs from the two spatial metrics used for assessing extinction risk in the IUCN Red List criteria: extent of occurrence (EOO) and area of occupancy (AOO). AOH can guide conservation, for example, through targeting areas for field surveys, assessing proportions of species' habitat within protected areas, and monitoring habitat loss and fragmentation. We recommend that IUCN Red List assessments document AOH wherever practical.",31324345,https://pubmed.ncbi.nlm.nih.gov/31324345/,,,,
10.1016/j.cub.2019.04.005,Phylogenetic and Trait-Based Prediction of Extinction Risk for Data-Deficient Amphibians.,Pamela González-Del-Pliego; Robert P Freckleton; David P Edwards; Michelle S Koo; Brett R Scheffers; R Alexander Pyron; Walter Jetz,2019-05-06,Current biology : CB,"Amphibians are among the most highly threatened lineages, with at least 2,000 species estimated to be in danger of extinction [1, 2]. Alarmingly, another ∼2,200 species (∼25% of all ∼7,900 known species) are data deficient or not evaluated (hereinafter termed data deficient) by the International Union for Conservation of Nature (IUCN) [1]. Without an estimate of their status, data-deficient species are usually overlooked in conservation planning and resource allocation [3]. Amphibians have the highest proportion of data-deficient species of any vertebrate group [1, 4], which highlights the need to estimate their threat status considering potentially imminent extinctions. We apply a trait-based spatio-phylogenetic statistical framework [5] to predict threat status for data-deficient species. Because ecological, geographical, and evolutionary attributes increase extinction risk [6, 7], we used geographic distribution data [1, 8], phylogenetically imputed ecological traits, and an amphibian phylogeny [9] to provide initial baseline predictions. We estimate that half of the ∼2,200 data-deficient species are threatened with extinction (vulnerable, endangered, or critically endangered), primarily in the Neotropics and Southeast Asia. This increases the number of amphibian species estimated to be threatened with extinction by ∼50%. Of these, we predict that ∼500 species are endangered or critically endangered, and three may be extinct already. We highlight families that are most at risk and suggest where urgent conservation is needed to avert their loss. We show that some of the most vulnerable species may also be the most poorly known and offer an analytical framework for preliminary analysis of their threat status in the face of deficient empirical data.",31063716,https://pubmed.ncbi.nlm.nih.gov/31063716/,,,,
