pmid,title,authors,journal,pub_date,abstract,doi,pmid_link,pmcid,pmcid_link
31021499,Human activity can influence the gut microbiota of Darwin's finches in the Galapagos Islands.,"['Sarah A Knutie', 'Jaime A Chaves', 'Kiyoko M Gotanda']",Molecular ecology,,"The gut microbiota of animal hosts can be influenced by environmental factors, such as unnatural food items that are introduced by humans. Over the past 30 years, human presence has grown exponentially in the Galapagos Islands, which are home to endemic Darwin's finches. Consequently, humans have changed the environment and diet of Darwin's finches, which in turn, could affect their gut microbiota. In this study, we compared the gut microbiota of two species of Darwin's finches, small ground finches (Geospiza fuliginosa) and medium ground finches (Geospiza fortis), across sites with and without human presence, where finches prefer human-processed and natural food, respectively. We predicted that: (a) finch microbiota would differ between sites with and without humans due to differences in diet, and (b) gut microbiota of each finch species would be most similar where finches have the highest niche overlap (areas with humans) compared to the lowest niche overlap (areas without humans). We found that gut bacterial community structure differed across sites and host species. Gut bacterial diversity was most distinct between the two species at the site with human presence compared to the site without human presence, which contradicted our predictions. Within host species, medium ground finches had lower bacterial diversity at the site with human presence compared to the site without human presence and bacterial diversity of small ground finches did not differ between sites. Our results show that the gut microbiota of Darwin's finches is affected differently across sites with varying human presence.",,https://pubmed.ncbi.nlm.nih.gov/31021499/,,
30619602,Exploring the hybrid speciation continuum in birds.,['Jente Ottenburghs'],Ecology and evolution,,"Hybridization is increasingly recognized as a creative evolutionary force contributing to adaptation and speciation. Homoploid hybrid speciation-the process in which hybridization results in a stable, fertile, and reproductively isolated hybrid lineage where there is no change in ploidy-has been documented in several taxa. Hybridization can directly contribute to reproductive isolation or reinforce it at a later stage. Alternatively, hybridization might not be related to the evolution of reproductive isolation. To account for these different scenarios, I propose to discriminate between two types of hybrid speciation: type I where reproductive isolation is a direct consequence of hybridization and type II where it is the by-product of other processes. I illustrate the applicability of this classification scheme with avian examples. To my knowledge, seven hybrid bird species have been proposed: Italian sparrow, Audubon's warbler, Genovesa mockingbird, Hawaiian duck, red-breasted goose, golden-crowned manakin, and a recent lineage of Darwin's finches on the island of Daphne Major (""Big Bird""). All studies provide convincing evidence for hybridization, but do not always confidently discriminate between scenarios of hybrid speciation and recurrent introgressive hybridization. The build-up of reproductive isolation between the hybrid species and their parental taxa is mainly driven by premating isolation mechanisms and comparable to classical speciation events. One hybrid species can be classified as type I (""Big Bird"") while three species constitute type II hybrid species (Italian sparrow, Audubon's warbler, and golden-crowned manakin). The diversity in hybrid bird species across a range of divergence times also provides an excellent opportunity to study the evolution of hybrid genomes in terms of genome stabilization and adaptation.",,https://pubmed.ncbi.nlm.nih.gov/30619602/,PMC6308868,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6308868/
30541084,Galapagos Islands Endemic Vertebrates: A Population Genetics Perspective.,['Philip W Hedrick'],The Journal of heredity,,"The organisms of the Galapagos Islands played a central role in the development of the theory of evolution by Charles Darwin. Examination of the population genetics factors of many of these organisms with modern molecular methods has expanded our understanding of their evolution. Here, I provide a perspective on how selection, gene flow, genetic drift, mutation, and inbreeding have contributed to the evolution of 6 iconic Galapagos species: flightless cormorant, pink iguana, marine iguana, Galapagos hawk, giant tortoises, and Darwin's finches. Because of the inherent biological differences among these species that have colonized the Galapagos, different population genetic factors appear to be more or less important in these different species. For example, the Galapagos provided novel environments in which strong selection took place and the Darwin's finches diversified to produce new species and the cormorant adapted to the nutrient-rich western shores of the Galapagos by losing its ability to fly and genomic data have now identified candidate genes. In both the pink iguana, which exists in one small population, and the Galapagos hawk, which has small population sizes, genetic drift has been potentially quite important. There appears to be very limited interisland gene flow in the flightless cormorant and the Galapagos hawk. On the other hand, both the marine iguana and some of the Darwin's finches appear to have significant interisland gene flow. Hybridization between species and subspecies has also introduced new adaptive variation, and in some cases, hybridization might have resulted in despeciation. Overall, new population genetics and genomics research has provided additional insight into the evolution of vertebrate species in the Galapagos.",,https://pubmed.ncbi.nlm.nih.gov/30541084/,,
30451848,Growth factor gene IGF1 is associated with bill size in the black-bellied seedcracker Pyrenestes ostrinus.,"['Bridgett M vonHoldt', 'Rebecca Y Kartzinel', 'Christian D Huber', 'Vinh Le Underwood', 'Ying Zhen', 'Kristen Ruegg', 'Kirk E Lohmueller', 'Thomas B Smith']",Nature communications,,"Pyrenestes finches are unique among birds in showing a non-sex-determined polymorphism in bill size and are considered a textbook example of disruptive selection. Morphs breed randomly with respect to bill size, and differ in diet and feeding performance relative to seed hardness. Previous breeding experiments are consistent with the polymorphism being controlled by a single genetic factor. Here, we use genome-wide pooled sequencing to explore the underlying genetic basis of bill morphology and identify a single candidate region. Targeted resequencing reveals extensive linkage disequilibrium across a 300 Kb region containing the insulin-like growth factor 1 (IGF1) gene, with a single 5-million-year-old haplotype associating with phenotypic dominance of the large-billed morph. We find no genetic similarities controlling bill size in the well-studied Darwin's finches (Geospiza). Our results show how a single genetic factor may control bill size and provide a foundation for future studies to examine this phenomenon within and among avian species.",,https://pubmed.ncbi.nlm.nih.gov/30451848/,PMC6242981,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6242981/
30371872,Species Limits and Phylogenomic Relationships of Darwin's Finches Remain Unresolved: Potential Consequences of a Volatile Ecological Setting.,"['Robert M Zink', 'Hernán Vázquez-Miranda']",Systematic biology,,"Island biotas have become paradigms for illustrating many evolutionary processes. The fauna of the Galapagos Islands includes several taxa that have been focal points for evolutionary studies. Perhaps their most famous inhabitants, Darwin's finches, represent a go-to icon when thinking about how species originate and adapt to the environment. However, unlike other adaptive radiations, past morphological and molecular studies of Darwin's finches have yielded inconsistent hypotheses of species limits and phylogenetic relationships. Expecting that idiosyncrasies of prior data and analytic methods explained different proposed classifications, we were surprised to observe that three new phylogenetic hypotheses derived mostly from the same genomics data were topologically inconsistent. We found that the differences between some of these genomics trees were as great as one would expect between two random trees with the same number of taxa. Thus, the phylogeny of Darwin's finches remains unresolved, as it has for more than a century. A component of phylogenetic uncertainty comes from unclear species limits, under any species concept, in the ground finches (Geospiza) and tree finches (Camarhynchus). We suggest that past authors should have tested the species limits of Lack, rather than uncritically accepting them. In fact, the impressive amount of genomics data do not provide unambiguous hypotheses of the number of species of Geospiza or Camarhynchus, although they imply greater species diversity than Lack's taxonomy. We suggest that insufficient sampling of species populations across islands (35.6% for morphometrics and 20.4% for genomics) prevents accurate diagnoses of species limits. However, it is unknown whether samples from a greater number of islands might result in bridging differences between species, or reveal many new ones. We conclude that attempts to interpret patterns of variation among the finches under standard evolutionary paradigms have obscured some major messages, most specifically the ongoing reciprocal interactions between geographic isolation and lineage divergence, and dispersal and gene flow caused by the volatile ecological conditions in the islands. Although the finches provide textbook examples of natural selection, better understanding of species limits and a robust phylogenetic hypothesis are required to corroborate past hypotheses of speciation and adaptive radiation in the finches of the Galapagos.",,https://pubmed.ncbi.nlm.nih.gov/30371872/,,
30348758,Role of sexual imprinting in assortative mating and premating isolation in Darwin's finches.,"['Peter R Grant', 'B Rosemary Grant']",Proceedings of the National Academy of Sciences of the United States of America,,"Global biodiversity is being degraded at an unprecedented rate, so it is important to preserve the potential for future speciation. Providing for the future requires understanding speciation as a contemporary ecological process. Phylogenetically young adaptive radiations are a good choice for detailed study because diversification is ongoing. A key question is how incipient species become reproductively isolated from each other. Barriers to gene exchange have been investigated experimentally in the laboratory and in the field, but little information exists from the quantitative study of mating patterns in nature. Although the degree to which genetic variation underlying mate-preference learning is unknown, we provide evidence that two species of Darwin's finches imprint on morphological cues of their parents and mate assortatively. Statistical evidence of presumed imprinting is stronger for sons than for daughters and is stronger for imprinting on fathers than on mothers. In combination, morphology and species-specific song learned from the father constitute a barrier to interbreeding. The barrier becomes stronger the more the species diverge morphologically and ecologically. It occasionally breaks down, and the species hybridize. Hybridization is most likely to happen when species are similar to each other in adaptive morphological traits, e.g., body size and beak size and shape. Hybridization can lead to the formation of a new species reproductively isolated from the parental species as a result of sexual imprinting. Conservation of sufficiently diverse natural habitat is needed to sustain a large sample of extant biota and preserve the potential for future speciation.",,https://pubmed.ncbi.nlm.nih.gov/30348758/,PMC6243256,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6243256/
30262691,Darwin's finches: a goldmine for evolutionary biologists.,['H A Ranganath'],Journal of genetics,,,,https://pubmed.ncbi.nlm.nih.gov/30262691/,,
30231937,The gut of the finch: uniqueness of the gut microbiome of the Galápagos vampire finch.,"['Alice J Michel', 'Lewis M Ward', 'Shana K Goffredi', 'Katherine S Dawson', 'Daniel T Baldassarre', 'Alec Brenner', 'Kiyoko M Gotanda', 'John E McCormack', 'Sean W Mullin', ""Ariel O'Neill"", 'Gabrielle S Tender', 'J Albert C Uy', 'Kristie Yu', 'Victoria J Orphan', 'Jaime A Chaves']",Microbiome,,"BACKGROUND: Darwin's finches are a clade of 19 species of passerine birds native to the Galápagos Islands, whose biogeography, specialized beak morphologies, and dietary choices-ranging from seeds to blood-make them a classic example of adaptive radiation. While these iconic birds have been intensely studied, the composition of their gut microbiome and the factors influencing it, including host species, diet, and biogeography, has not yet been explored.
RESULTS: We characterized the microbial community associated with 12 species of Darwin's finches using high-throughput 16S rRNA sequencing of fecal samples from 114 individuals across nine islands, including the unusual blood-feeding vampire finch (Geospiza septentrionalis) from Darwin and Wolf Islands. The phylum-level core gut microbiome for Darwin's finches included the Firmicutes, Gammaproteobacteria, and Actinobacteria, with members of the Bacteroidetes at conspicuously low abundance. The gut microbiome was surprisingly well conserved across the diversity of finch species, with one exception-the vampire finch-which harbored bacteria that were either absent or extremely rare in other finches, including Fusobacterium, Cetobacterium, Ureaplasma, Mucispirillum, Campylobacter, and various members of the Clostridia-bacteria known from the guts of carnivorous birds and reptiles. Complementary stable isotope analysis of feathers revealed exceptionally high δ15N isotope values in the vampire finch, resembling top marine predators. The Galápagos archipelago is also known for extreme wet and dry seasons, and we observed a significant seasonal shift in the gut microbial community of five additional finch species sampled during both seasons.
CONCLUSIONS: This study demonstrates the overall conservatism of the finch gut microbiome over short (< 1 Ma) divergence timescales, except in the most extreme case of dietary specialization, and elevates the evolutionary importance of seasonal shifts in driving not only species adaptation, but also gut microbiome composition.",,https://pubmed.ncbi.nlm.nih.gov/30231937/,PMC6146768,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6146768/
29897805,Genomic Contingencies and the Potential for Local Adaptation in a Hybrid Species.,"['Anna Runemark', 'Laura Piñeiro Fernández', 'Fabrice Eroukhmanoff', 'Glenn-Peter Sætre']",The American naturalist,,"Hybridization is increasingly recognized as a potent evolutionary force. Although additive genetic variation and novel combinations of parental genes theoretically increase the potential for hybrid species to adapt, few empirical studies have investigated the adaptive potential within a hybrid species. Here, we address whether genomic contingencies, adaptation to climate, or diet best explain divergence in beak morphology using genomically diverged island populations of the homoploid hybrid Italian sparrow Passer italiae from Crete, Corsica, and Sicily. Populations vary significantly in beak morphology both between and within islands of origin. Temperature seasonality best explains population divergence in beak size. Interestingly, beak shape along all significant dimensions of variation was best explained by annual precipitation, genomic composition, and their interaction, suggesting a role for contingencies. Moreover, beak shape similarity to a parent species correlates with proportion of the genome inherited from that species, consistent with the presence of contingencies. In conclusion, adaptation to local conditions and genomic contingencies arising from putatively independent hybridization events jointly explain beak morphology in the Italian sparrow. Hence, hybridization may induce contingencies and restrict evolution in certain directions dependent on the genetic background.",,https://pubmed.ncbi.nlm.nih.gov/29897805/,,
29388955,How warp-speed evolution is transforming ecology.,['Rachael Lallensack'],Nature,,,,https://pubmed.ncbi.nlm.nih.gov/29388955/,,
29197554,Baseline and stress-induced blood properties of male and female Darwin's small ground finch (Geospiza fuliginosa) of the Galapagos Islands.,"['Timothy D Clark', 'Sonia Kleindorfer', 'Rachael Y Dudaniec']",General and comparative endocrinology,,"Birds are renowned for exhibiting marked sex-specific differences in activity levels and reproductive investment during the breeding season, potentially impacting circulating blood parameters associated with stress and energetics. Males of many passerines often do not incubate, but they experience direct exposure to intruder threat and exhibit aggressive behaviour during the nesting phase in order to defend territories against competing males and predators. Nesting females often have long bouts of inactivity during incubation, but they must remain vigilant of the risks posed by predators and conspecific intruders approaching the nest. Here, we use 33 free-living male (n = 16) and female (n = 17) Darwin's small ground finches (Geospiza fuliginosa) on Floreana Island (Galapagos Archipelago) to better understand how sex-specific roles during the reproductive period impact baseline and stress-induced levels of plasma corticosterone (CORT), blood glucose and haematocrit. Specifically, we hypothesise that males are characterised by higher baseline values given their direct and relatively frequent exposure to intruder threat, but that a standardised stress event (capture and holding) overrides any sex-specific differences. In contrast with expectations, baseline levels of all blood parameters were similar between sexes (13.4 ± 1.9 ng ml-1 for CORT, 13.7 ± 0.4 mmol l-1 for glucose, 58.3 ± 0.8% for haematocrit). Interestingly, females with higher body condition had lower baseline haematocrit. All blood parameters changed with time since capture (range 1.2-41.3 min) in both sexes, whereby CORT increased linearly, haematocrit decreased linearly, and glucose increased to a peak at ∼20 min post-capture and declined to baseline levels thereafter. Our results do not support the hypothesis that sex-specific roles during the reproductive period translate to differences in blood parameters associated with stress and energetics, but we found some evidence that blood oxygen transport capacity may decline as finches increase in body condition.",,https://pubmed.ncbi.nlm.nih.gov/29197554/,,
29170277,Rapid hybrid speciation in Darwin's finches.,"['Sangeet Lamichhaney', 'Fan Han', 'Matthew T Webster', 'Leif Andersson', 'B Rosemary Grant', 'Peter R Grant']",Science,,"Homoploid hybrid speciation in animals has been inferred frequently from patterns of variation, but few examples have withstood critical scrutiny. Here we report a directly documented example, from its origin to reproductive isolation. An immigrant Darwin's finch to Daphne Major in the Galápagos archipelago initiated a new genetic lineage by breeding with a resident finch (Geospiza fortis). Genome sequencing of the immigrant identified it as a G. conirostris male that originated on Española >100 kilometers from Daphne Major. From the second generation onward, the lineage bred endogamously and, despite intense inbreeding, was ecologically successful and showed transgressive segregation of bill morphology. This example shows that reproductive isolation, which typically develops over hundreds of generations, can be established in only three.",,https://pubmed.ncbi.nlm.nih.gov/29170277/,,
28945876,Issues and Perspectives in Species Delimitation using Phenotypic Data: Atlantean Evolution in Darwin's Finches.,"['Carlos Daniel Cadena', 'Felipe Zapata', 'Iván Jiménez']",Systematic biology,,"Progress in the development and use of methods for species delimitation employing phenotypic data lags behind conceptual and practical advances in molecular genetic approaches. The basic evolutionary model underlying the use of phenotypic data to delimit species assumes random mating and quantitative polygenic traits, so that phenotypic distributions within a species should be approximately normal for individuals of the same sex and age. Accordingly, two or more distinct normal distributions of phenotypic traits suggest the existence of multiple species. In light of this model, we show that analytical approaches employed in taxonomic studies using phenotypic data are often compromised by three issues: 1) reliance on graphical analyses that convey little information on phenotype frequencies; 2) exclusion of characters potentially important for species delimitation following reduction of data dimensionality; and 3) use of measures of central tendency to evaluate phenotypic distinctiveness. We outline approaches to overcome these issues based on statistical developments related to normal mixture models (NMMs) and illustrate them empirically with a reanalysis of morphological data recently used to claim that there are no morphologically distinct species of Darwin's ground-finches (Geospiza). We found negligible support for this claim relative to taxonomic hypotheses recognizing multiple species. Although species limits among ground-finches merit further assessments using additional sources of information, our results bear implications for other areas of inquiry including speciation research: because ground-finches have likely speciated and are not trapped in a process of ""Sisyphean"" evolution as recently argued, they remain useful models to understand the evolutionary forces involved in speciation. Our work underscores the importance of statistical approaches grounded on appropriate evolutionary models for species delimitation. We discuss how NMMs offer new perspectives in the kind of inferences available to systematists, with significant repercussions on ideas about the phenotypic structure of biodiversity.",,https://pubmed.ncbi.nlm.nih.gov/28945876/,,
28835203,Epigenetic variation between urban and rural populations of Darwin's finches.,"['Sabrina M McNew', 'Daniel Beck', 'Ingrid Sadler-Riggleman', 'Sarah A Knutie', 'Jennifer A H Koop', 'Dale H Clayton', 'Michael K Skinner']",BMC evolutionary biology,,"BACKGROUND: The molecular basis of evolutionary change is assumed to be genetic variation. However, growing evidence suggests that epigenetic mechanisms, such as DNA methylation, may also be involved in rapid adaptation to new environments. An important first step in evaluating this hypothesis is to test for the presence of epigenetic variation between natural populations living under different environmental conditions.
RESULTS: In the current study we explored variation between populations of Darwin's finches, which comprise one of the best-studied examples of adaptive radiation. We tested for morphological, genetic, and epigenetic differences between adjacent ""urban"" and ""rural"" populations of each of two species of ground finches, Geospiza fortis and G. fuliginosa, on Santa Cruz Island in the Galápagos. Using data collected from more than 1000 birds, we found significant morphological differences between populations of G. fortis, but not G. fuliginosa. We did not find large size copy number variation (CNV) genetic differences between populations of either species. However, other genetic variants were not investigated. In contrast, we did find dramatic epigenetic differences between the urban and rural populations of both species, based on DNA methylation analysis. We explored genomic features and gene associations of the differentially DNA methylated regions (DMR), as well as their possible functional significance.
CONCLUSIONS: In summary, our study documents local population epigenetic variation within each of two species of Darwin's finches.",,https://pubmed.ncbi.nlm.nih.gov/28835203/,PMC5569522,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5569522/
28833876,Females drive asymmetrical introgression from rare to common species in Darwin's tree finches.,"['K J Peters', 'S A Myers', 'R Y Dudaniec', ""J A O'Connor"", 'S Kleindorfer']",Journal of evolutionary biology,,"The consequences of hybridization for biodiversity depend on the specific ecological and evolutionary context in which it occurs. Understanding patterns of gene flow among hybridizing species is crucial for determining the evolutionary trajectories of species assemblages. The recently discovered hybridization between two species of Darwin's tree finches (Camarhynchus parvulus and C. pauper) on Floreana Island, Galápagos, presents an exciting opportunity to investigate the mechanisms causing hybridization and its potential evolutionary consequences under conditions of recent habitat disturbance and the introduction of invasive pathogens. In this study, we combine morphological and genetic analysis with pairing observations to explore the extent, direction and drivers of hybridization and to test whether hybridization patterns are a result of asymmetrical pairing preference driven by females of the rarer species (C. pauper). We found asymmetrical introgression from the critically endangered, larger-bodied C. pauper to the common, smaller-bodied C. parvulus, which was associated with a lack of selection against heterospecific males by C. pauper females. Examination of pairing data showed that C. parvulus females paired assortatively, whereas C. pauper females showed no such pattern. This study shows how sex-specific drivers can determine the direction of gene flow in hybridizing species. Furthermore, our results suggest the existence of a hybrid swarm comprised of C. parvulus and hybrid birds. We discuss the influence of interspecific abundance differences and susceptibility to the invasive parasite Philornis downsi on the observed hybridization and recommend that the conservation of this iconic species group should be managed jointly rather than species-specific.",,https://pubmed.ncbi.nlm.nih.gov/28833876/,,
28664982,"Host-specific associations affect the microbiome of Philornis downsi, an introduced parasite to the Galápagos Islands.","['Michael Ben-Yosef', 'Doron S Y Zaada', 'Rachael Y Dudaniec', 'Zohar Pasternak', 'Edouard Jurkevitch', 'Renee J Smith', 'Charlotte E Causton', 'Maria Piedad Lincango', 'Shanan S Tobe', 'James G Mitchell', 'Sonia Kleindorfer', 'Boaz Yuval']",Molecular ecology,,"The composition and diversity of bacteria forming the microbiome of parasitic organisms have implications for differential host pathogenicity and host-parasite co-evolutionary interactions. The microbiome of pathogens can therefore have consequences that are relevant for managing disease prevalence and impact on affected hosts. Here, we investigate the microbiome of an invasive parasitic fly Philornis downsi, recently introduced to the Galápagos Islands, where it poses extinction threat to Darwin's finches and other land birds. Larvae infest nests of Darwin's finches and consume blood and tissue of developing nestlings, and have severe mortality impacts. Using 16s rRNA sequencing data, we characterize the bacterial microbiota associated with P. downsi adults and larvae sourced from four finch host species, inhabiting two islands and representing two ecologically distinct groups. We show that larval and adult microbiomes are dominated by the phyla Proteobacteria and Firmicutes, which significantly differ between life stages in their distributions. Additionally, bacterial community structure significantly differed between larvae retrieved from strictly insectivorous warbler finches (Certhidea olivacea) and those parasitizing hosts with broader dietary preferences (ground and tree finches, Geospiza and Camarhynchus spp., respectively). Finally, we found no spatial effects on the larval microbiome, as larvae feeding on the same host (ground finches) harboured similar microbiomes across islands. Our results suggest that the microbiome of P. downsi changes during its development, according to dietary composition or nutritional needs, and is significantly affected by host-related factors during the larval stage. Unravelling the ecological significance of bacteria for this parasite will contribute to the development of novel, effective control strategies.",,https://pubmed.ncbi.nlm.nih.gov/28664982/,,
28630911,The genomic mosaicism of hybrid speciation.,"['Tore O Elgvin', 'Cassandra N Trier', 'Ole K Tørresen', 'Ingerid J Hagen', 'Sigbjørn Lien', 'Alexander J Nederbragt', 'Mark Ravinet', 'Henrik Jensen', 'Glenn-Peter Sætre']",Science advances,,"Hybridization is widespread in nature and, in some instances, can result in the formation of a new hybrid species. We investigate the genetic foundation of this poorly understood process through whole-genome analysis of the hybrid Italian sparrow and its progenitors. We find overall balanced yet heterogeneous levels of contribution from each parent species throughout the hybrid genome and identify areas of novel divergence in the hybrid species exhibiting signals consistent with balancing selection. High-divergence areas are disproportionately located on the Z chromosome and overrepresented in gene networks relating to key traits separating the focal species, which are likely involved in reproductive barriers and/or species-specific adaptations. Of special interest are genes and functional groups known to affect body patterning, beak morphology, and the immune system, which are important features of diversification and fitness. We show that a combination of mosaic parental inheritance and novel divergence within the hybrid lineage has facilitated the origin and maintenance of an avian hybrid species.",,https://pubmed.ncbi.nlm.nih.gov/28630911/,PMC5470830,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470830/
28475225,The adaptive genomic landscape of beak morphology in Darwin's finches.,"['Lucinda P Lawson', 'Kenneth Petren']",Molecular ecology,,"Beak shape in Darwin's ground finches (Geospiza) is emblematic of natural selection and adaptive radiation, yet our understanding of the genetic basis of beak shape variation, and thus the genetic target of natural selection, is still evolving. Here we reveal the genomic architecture of beak shape variation using genomewide comparisons of four closely related and hybridizing species across 13 islands subject to parallel natural selection. Pairwise contrasts among species were used to identify a large number of genomic loci that are consistently related to species differences across a complex landscape. These loci are associated with hundreds of genes that have enriched GO categories significantly associated with development. One genomic region of particular interest is a section of Chromosome 1A with many candidate genes and increased linkage. The distinct, pointed beak shape of the cactus finch is linked to an excess of intermediate frequency alleles and increased heterozygosity in significant SNPs, but not across the rest of the genome. Alleles associated with pointier beaks among species were associated with pointier-beaked populations within each species, thus establishing a common basis for natural selection, species divergence and adaptive radiation. The adaptive genomic landscape for Darwin's finches mirrors theoretical expectations based on morphological variation. The implication that a large number of genes are actively maintained to facilitate beak variation across parallel populations with documented interspecies admixture challenges our understanding of evolutionary processes in the wild.",,https://pubmed.ncbi.nlm.nih.gov/28475225/,,
28442558,"Gene flow, ancient polymorphism, and ecological adaptation shape the genomic landscape of divergence among Darwin's finches.","['Fan Han', 'Sangeet Lamichhaney', 'B Rosemary Grant', 'Peter R Grant', 'Leif Andersson', 'Matthew T Webster']",Genome research,,"Genomic comparisons of closely related species have identified ""islands"" of locally elevated sequence divergence. Genomic islands may contain functional variants involved in local adaptation or reproductive isolation and may therefore play an important role in the speciation process. However, genomic islands can also arise through evolutionary processes unrelated to speciation, and examination of their properties can illuminate how new species evolve. Here, we performed scans for regions of high relative divergence (FST) in 12 species pairs of Darwin's finches at different genetic distances. In each pair, we identify genomic islands that are, on average, elevated in both relative divergence (FST) and absolute divergence (dXY). This signal indicates that haplotypes within these genomic regions became isolated from each other earlier than the rest of the genome. Interestingly, similar numbers of genomic islands of elevated dXY are observed in sympatric and allopatric species pairs, suggesting that recent gene flow is not a major factor in their formation. We find that two of the most pronounced genomic islands contain the ALX1 and HMGA2 loci, which are associated with variation in beak shape and size, respectively, suggesting that they are involved in ecological adaptation. A subset of genomic island regions, including these loci, appears to represent anciently diverged haplotypes that evolved early during the radiation of Darwin's finches. Comparative genomics data indicate that these loci, and genomic islands in general, have exceptionally low recombination rates, which may play a role in their establishment.",,https://pubmed.ncbi.nlm.nih.gov/28442558/,PMC5453315,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5453315/
28295029,Is homoploid hybrid speciation that rare? An empiricist's view.,"['G Nieto Feliner', 'I Álvarez', 'J Fuertes-Aguilar', 'M Heuertz', 'I Marques', 'F Moharrek', 'R Piñeiro', 'R Riina', 'J A Rosselló', 'P S Soltis', 'I Villa-Machío']",Heredity,,,,https://pubmed.ncbi.nlm.nih.gov/28295029/,PMC5436029,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5436029/
28254901,Watching speciation in action.,"['B Rosemary Grant', 'Peter R Grant']",Science,,,,https://pubmed.ncbi.nlm.nih.gov/28254901/,,
27785886,Population genomics fits the bill: genetics of adaptive beak variation in Darwin's finches.,['Nicholas I Mundy'],Molecular ecology,,"Darwin's finches are an iconic case of adaptive radiation. The size and shape of their beaks are key adaptive traits related to trophic niche that vary among species and evolve rapidly when the food supply changes. Building on recent studies, a paper in this issue of Molecular Ecology (Chaves et al. ) investigates the genomic basis of beak size variation in sympatric populations of three species of ground finch (Geospiza) by performing a Genome-wide association study using RAD-seq data. The authors find that variation in a small number of markers can explain a substantial proportion of variation in beak size. Some of these markers are in genomic regions that have previously been implicated in beak size variation in Darwin's finches, whereas other markers have not, suggesting both conservation and divergence in the genetic basis of morphological evolution. Overall, the study confirms that loci of large effect are involved in beak size variation, which helps to explain the high heritability and rapid response to selection of this trait. The independent identification of regions containing HMGA2 and DLK1 loci in a GWAS makes them prime targets for functional studies. The study also shows that under the right conditions, RAD-seq can be a viable alternative to genome sequencing for GWAS in wild vertebrate populations.",,https://pubmed.ncbi.nlm.nih.gov/27785886/,,
27363308,Genomic variation at the tips of the adaptive radiation of Darwin's finches.,"['Jaime A Chaves', 'Elizabeth A Cooper', 'Andrew P Hendry', 'Jeffrey Podos', 'Luis F De León', 'Joost A M Raeymaekers', 'W Owen MacMillan', 'J Albert C Uy']",Molecular ecology,,"Adaptive radiation unfolds as selection acts on the genetic variation underlying functional traits. The nature of this variation can be revealed by studying the tips of an ongoing adaptive radiation. We studied genomic variation at the tips of the Darwin's finch radiation; specifically focusing on polymorphism within, and variation among, three sympatric species of the genus Geospiza. Using restriction site-associated DNA (RAD-seq), we characterized 32 569 single-nucleotide polymorphisms (SNPs), from which 11 outlier SNPs for beak and body size were uncovered by a genomewide association study (GWAS). Principal component analysis revealed that these 11 SNPs formed four statistically linked groups. Stepwise regression then revealed that the first PC score, which included 6 of the 11 top SNPs, explained over 80% of the variation in beak size, suggesting that selection on these traits influences multiple correlated loci. The two SNPs most strongly associated with beak size were near genes associated with beak morphology across deeper branches of the radiation: delta-like 1 homologue (DLK1) and high-mobility group AT-hook 2 (HMGA2). Our results suggest that (i) key adaptive traits are associated with a small fraction of the genome (11 of 32 569 SNPs), (ii) SNPs linked to the candidate genes are dispersed throughout the genome (on several chromosomes), and (iii) micro- and macro-evolutionary variation (roots and tips of the radiation) involve some shared and some unique genomic regions.",,https://pubmed.ncbi.nlm.nih.gov/27363308/,,
27721475,Darwin's finches treat their feathers with a natural repellent.,"['Arno Cimadom', 'Charlotte Causton', 'Dong H Cha', 'David Damiens', 'Birgit Fessl', 'Rebecca Hood-Nowotny', 'Piedad Lincango', 'Alejandro E Mieles', 'Erwin Nemeth', 'Elizabeth M Semler', 'Stephen A Teale', 'Sabine Tebbich']",Scientific reports,,"Darwin's finches are highly innovative. Recently we recorded for the first time a behavioural innovation in Darwin's finches outside the foraging context: individuals of four species rubbed leaves of the endemic tree Psidium galapageium on their feathers. We hypothesised that this behaviour serves to repel ectoparasites and tested the repellency of P. galapageium leaf extracts against parasites that negatively affect the fitness of Darwin's finches, namely mosquitoes and the invasive hematophagous fly Philornis downsi. Mosquitoes transmit pathogens which have recently been introduced by humans and the larvae of the fly suck blood from nestlings and incubating females. Our experimental evidence demonstrates that P. galapageium leaf extracts repel both mosquitoes and adult P. downsi and also inhibit the growth of P. downsi larvae. It is therefore possible that finches use this plant to repel ectopoarasites.",,https://pubmed.ncbi.nlm.nih.gov/27721475/,PMC5056383,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5056383/
